"Query","Entrez","Symbol","Name","Comment"
"Mrps31","57312","Mrps31","mitochondrial ribosomal protein S31","1"
"Smim19","NA","NA","NA","0"
"Dkk4","234130","Dkk4","dickkopf homolog 4 (Xenopus laevis)","1"
"Polb","18970","Polb","polymerase (DNA directed), beta","1"
"Ikbkb","16150","Ikbkb","inhibitor of kappaB kinase beta","1"
"Plat","18791","Plat","plasminogen activator, tissue","1"
"Ap3m2","64933","Ap3m2","adaptor-related protein complex 3, mu 2 subunit","1"
"Kat6a","NA","NA","NA","0"
"Ank1","11733","Ank1","ankyrin 1, erythroid","1"
"Agpat6","102247","Agpat6","1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)","1"
"Gins4","109145","Gins4","GINS complex subunit 4 (Sld5 homolog)","1"
"Sfrp1","20377","Sfrp1","secreted frizzled-related protein 1","1"
"Ido2","209176","Ido2","indoleamine 2,3-dioxygenase 2","1"
"Ido1","15930","Ido1","indoleamine 2,3-dioxygenase 1","1"
"Adam18","13524","Adam18","a disintegrin and metallopeptidase domain 18","1"
"Adam3","11497","Adam3","a disintegrin and metallopeptidase domain 3 (cyritestin)","1"
"Adam5","11499","Adam5","a disintegrin and metallopeptidase domain 5","1"
"Adam9","11502","Adam9","a disintegrin and metallopeptidase domain 9 (meltrin gamma)","1"
"Tm2d2","69742","Tm2d2","TM2 domain containing 2","1"
"Plekha2","83436","Plekha2","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2","1"
"Slit2","20563","Slit2","slit homolog 2 (Drosophila)","1"
"4930555F03Rik","75359","4930555F03Rik","RIKEN cDNA 4930555F03 gene","1"
"Tenm3","NA","NA","NA","0"
"Dctd","320685","Dctd","dCMP deaminase","1"
"Wwc2","52357","Wwc2","WW, C2 and coiled-coil domain containing 2","1"
"Fgfr1","14182","Fgfr1","fibroblast growth factor receptor 1","1"
"Rwdd4a","192174","Rwdd4a","RWD domain containing 4A","1"
"Ppapdc1b","71910","Ppapdc1b","phosphatidic acid phosphatase type 2 domain containing 1B","1"
"Star","20845","Star","steroidogenic acute regulatory protein","1"
"Ash2l","23808","Ash2l","ash2 (absent, small, or homeotic)-like (Drosophila)","1"
"Kcnu1","16532","Kcnu1","potassium channel, subfamily U, member 1","1"
"Tti2","234138","Tti2","TELO2 interacting protein 2","1"
"Mak16","67920","Mak16","MAK16 homolog (S. cerevisiae)","1"
"Wrn","22427","Wrn","Werner syndrome homolog (human)","1"
"Gsr","14782","Gsr","glutathione reductase","1"
"Gtf2e2","68153","Gtf2e2","general transcription factor II E, polypeptide 2 (beta subunit)","1"
"Rbpms","19663","Rbpms","RNA binding protein gene with multiple splicing","1"
"Frg1","14300","Frg1","FSHD region gene 1","1"
"Asah1","11886","Asah1","N-acylsphingosine amidohydrolase 1","1"
"Pcm1","18536","Pcm1","pericentriolar material 1","1"
"Fgl1","234199","Fgl1","fibrinogen-like protein 1","1"
"Pdgfrl","68797","Pdgfrl","platelet-derived growth factor receptor-like","1"
"Slc7a2","11988","Slc7a2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","1"
"Vps37a","52348","Vps37a","vacuolar protein sorting 37A (yeast)","1"
"Cnot7","18983","Cnot7","CCR4-NOT transcription complex, subunit 7","1"
"Fgf20","80857","Fgf20","fibroblast growth factor 20","1"
"Msmo1","NA","NA","NA","0"
"Klhl2","77113","Klhl2","kelch-like 2, Mayven (Drosophila)","1"
"Galnt7","108150","Galnt7","UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7","1"
"Sap30","60406","Sap30","sin3 associated polypeptide","1"
"Scrg1","20284","Scrg1","scrapie responsive gene 1","1"
"Hpgd","15446","Hpgd","hydroxyprostaglandin dehydrogenase 15 (NAD)","1"
"Ednra","13617","Ednra","endothelin receptor type A","1"
"Tmem184c","234463","Tmem184c","transmembrane protein 184C","1"
"Nr3c2","110784","Nr3c2","nuclear receptor subfamily 3, group C, member 2","1"
"1700007B14Rik","71831","1700007B14Rik","RIKEN cDNA 1700007B14 gene","1"
"Isx","71597","Isx","intestine specific homeobox","1"
"Sin3b","20467","Sin3b","transcriptional regulator, SIN3B (yeast)","1"
"Sorbs2","234214","Sorbs2","sorbin and SH3 domain containing 2","1"
"Irf2","16363","Irf2","interferon regulatory factor 2","1"
"Casp3","12367","Casp3","caspase 3","1"
"Cenpu","NA","NA","NA","0"
"Cfap97","NA","NA","NA","0"
"Slc25a4","11739","Slc25a4","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4","1"
"Ufsp2","192169","Ufsp2","UFM1-specific peptidase 2","1"
"Anxa10","26359","Anxa10","annexin A10","1"
"Pdlim3","53318","Pdlim3","PDZ and LIM domain 3","1"
"Lrp2bp","67620","Lrp2bp","Lrp2 binding protein","1"
"Tlr3","142980","Tlr3","toll-like receptor 3","1"
"Klkb1","16621","Klkb1","kallikrein B, plasma 1","1"
"Cbr4","234309","Cbr4","carbonyl reductase 4","1"
"Sh3rf1","59009","Sh3rf1","SH3 domain containing ring finger 1","1"
"Nek1","18004","Nek1","NIMA (never in mitosis gene a)-related expressed kinase 1","1"
"F11","109821","F11","coagulation factor XI","1"
"Mfap3l","71306","Mfap3l","microfibrillar-associated protein 3-like","1"
"Triml1","244448","Triml1","tripartite motif family-like 1","1"
"N4bp1","80750","N4bp1","NEDD4 binding protein 1","1"
"Cbln1","12404","Cbln1","cerebellin 1 precursor protein","1"
"Heatr3","234549","Heatr3","HEAT repeat containing 3","1"
"Adcy7","11513","Adcy7","adenylate cyclase 7","1"
"Brd7","26992","Brd7","bromodomain containing 7","1"
"Nkd1","93960","Nkd1","naked cuticle 1 homolog (Drosophila)","1"
"Snx20","71607","Snx20","sorting nexin 20","1"
"Sall1","58198","Sall1","sal-like 1 (Drosophila)","1"
"Rbl2","19651","Rbl2","retinoblastoma-like 2","1"
"Aktip","14339","Aktip","thymoma viral proto-oncogene 1 interacting protein","1"
"Eif2ak3","13666","Eif2ak3","eukaryotic translation initiation factor 2 alpha kinase 3","1"
"Gins3","78833","Gins3","GINS complex subunit 3 (Psf3 homolog)","1"
"Setd6","66083","Setd6","SET domain containing 6","1"
"Got2","14719","Got2","glutamate oxaloacetate transaminase 2, mitochondrial","1"
"Cdh11","12552","Cdh11","cadherin 11","1"
"Smad1","17125","Smad1","MAD homolog 1 (Drosophila)","1"
"1700011L22Rik","67687","1700011L22Rik","RIKEN cDNA 1700011L22 gene","1"
"Lsm6","78651","Lsm6","LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)","1"
"Slc10a7","76775","Slc10a7","solute carrier family 10 (sodium/bile acid cotransporter family), member 7","1"
"Pou4f2","18997","Pou4f2","POU domain, class 4, transcription factor 2","1"
"Tnpo2","212999","Tnpo2","transportin 2 (importin 3, karyopherin beta 2b)","1"
"Vps35","65114","Vps35","vacuolar protein sorting 35","1"
"Orc6","56452","Orc6","origin recognition complex, subunit 6","1"
"Mylk3","213435","Mylk3","myosin light chain kinase 3","1"
"Gpt2","108682","Gpt2","glutamic pyruvate transaminase (alanine aminotransferase) 2","1"
"Dnaja2","56445","Dnaja2","DnaJ (Hsp40) homolog, subfamily A, member 2","1"
"Itfg1","71927","Itfg1","integrin alpha FG-GAP repeat containing 1","1"
"Rfx1","19724","Rfx1","regulatory factor X, 1 (influences HLA class II expression)","1"
"Tecr","106529","Tecr","trans-2,3-enoyl-CoA reductase","1"
"Tbc1d9","71310","Tbc1d9","TBC1 domain family, member 9","1"
"Ucp1","22227","Ucp1","uncoupling protein 1 (mitochondrial, proton carrier)","1"
"Zfp330","30932","Zfp330","zinc finger protein 330","1"
"Il15","16168","Il15","interleukin 15","1"
"Gab1","14388","Gab1","growth factor receptor bound protein 2-associated protein 1","1"
"Smarca5","93762","Smarca5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5","1"
"Hp","15439","Hp","haptoglobin","1"
"Txnl4b","234723","Txnl4b","thioredoxin-like 4B","1"
"Ces1f","234564","Ces1f","carboxylesterase 1F","1"
"Pmfbp1","56523","Pmfbp1","polyamine modulated factor 1 binding protein 1","1"
"Zfp821","75871","Zfp821","zinc finger protein 821","1"
"Ist1","NA","NA","NA","0"
"Dhodh","56749","Dhodh","dihydroorotate dehydrogenase","1"
"Ap1g1","11765","Ap1g1","adaptor protein complex AP-1, gamma 1 subunit","1"
"Phlpp2","244650","Phlpp2","PH domain and leucine rich repeat protein phosphatase 2","1"
"Irx3","16373","Irx3","Iroquois related homeobox 3 (Drosophila)","1"
"Irx5","54352","Irx5","Iroquois related homeobox 5 (Drosophila)","1"
"Irx6","64379","Irx6","Iroquois related homeobox 6 (Drosophila)","1"
"Mmp2","17390","Mmp2","matrix metallopeptidase 2","1"
"Gnao1","14681","Gnao1","guanine nucleotide binding protein, alpha O","1"
"St3gal2","20444","St3gal2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2","1"
"Il34","76527","Il34","interleukin 34","1"
"Amfr","23802","Amfr","autocrine motility factor receptor","1"
"Cog4","102339","Cog4","component of oligomeric golgi complex 4","1"
"Nudt21","68219","Nudt21","nudix (nucleoside diphosphate linked moiety X)-type motif 21","1"
"Bbs2","67378","Bbs2","Bardet-Biedl syndrome 2 (human)","1"
"Cenpn","72155","Cenpn","centromere protein N","1"
"Mt4","17752","Mt4","metallothionein 4","1"
"Cdyl2","75796","Cdyl2","chromodomain protein, Y chromosome-like 2","1"
"Mt3","17751","Mt3","metallothionein 3","1"
"Mt2","17750","Mt2","metallothionein 2","1"
"Mt1","17748","Mt1","metallothionein 1","1"
"Slc12a3","20497","Slc12a3","solute carrier family 12, member 3","1"
"Nudt7","67528","Nudt7","nudix (nucleoside diphosphate linked moiety X)-type motif 7","1"
"Herpud1","64209","Herpud1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1","1"
"Cntnap4","170571","Cntnap4","contactin associated protein-like 4","1"
"Fam192a","102122","Fam192a","family with sequence similarity 192, member A","1"
"Pllp","67801","Pllp","plasma membrane proteolipid","1"
"Arl2bp","107566","Arl2bp","ADP-ribosylation factor-like 2 binding protein","1"
"Cx3cl1","20312","Cx3cl1","chemokine (C-X3-C motif) ligand 1","1"
"Ccl22","20299","Ccl22","chemokine (C-C motif) ligand 22","1"
"Ccl17","20295","Ccl17","chemokine (C-C motif) ligand 17","1"
"Ciapin1","109006","Ciapin1","cytokine induced apoptosis inhibitor 1","1"
"Coq9","67914","Coq9","coenzyme Q9 homolog (yeast)","1"
"Polr2c","20021","Polr2c","polymerase (RNA) II (DNA directed) polypeptide C","1"
"Adgrg1","NA","NA","NA","0"
"Drc7","NA","NA","NA","0"
"Katnb1","74187","Katnb1","katanin p80 (WD40-containing) subunit B 1","1"
"Kifc3","16582","Kifc3","kinesin family member C3","1"
"Cngb1","333329","Cngb1","cyclic nucleotide gated channel beta 1","1"
"Mmp15","17388","Mmp15","matrix metallopeptidase 15","1"
"Tmem38a","74166","Tmem38a","transmembrane protein 38A","1"
"Usb1","NA","NA","NA","0"
"Cfap20","NA","NA","NA","0"
"Tpm4","326618","Tpm4","tropomyosin 4","1"
"Phxr4","18689","Phxr4","per-hexamer repeat gene 4","1"
"B3gnt3","72297","B3gnt3","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3","1"
"Jak3","16453","Jak3","Janus kinase 3","1"
"Pgls","66171","Pgls","6-phosphogluconolactonase","1"
"Slc27a1","26457","Slc27a1","solute carrier family 27 (fatty acid transporter), member 1","1"
"1700018B08Rik","76405","1700018B08Rik","RIKEN cDNA 1700018B08 gene","1"
"Map1lc3b","67443","Map1lc3b","microtubule-associated protein 1 light chain 3 beta","1"
"Mvb12a","NA","NA","NA","0"
"Mthfsd","234814","Mthfsd","methenyltetrahydrofolate synthetase domain containing","1"
"Cox4i1","12857","Cox4i1","cytochrome c oxidase subunit IV isoform 1","1"
"Emc8","NA","NA","NA","0"
"Babam1","NA","NA","NA","0"
"Gins2","272551","Gins2","GINS complex subunit 2 (Psf2 homolog)","1"
"Gse1","382034","Gse1","genetic suppressor element 1","1"
"Zdhhc7","102193","Zdhhc7","zinc finger, DHHC domain containing 7","1"
"6430548M08Rik","234797","6430548M08Rik","RIKEN cDNA 6430548M08 gene","1"
"Crispld2","78892","Crispld2","cysteine-rich secretory protein LCCL domain containing 2","1"
"Usp10","22224","Usp10","ubiquitin specific peptidase 10","1"
"Cotl1","72042","Cotl1","coactosin-like 1 (Dictyostelium)","1"
"Klhl36","234796","Klhl36","kelch-like 36 (Drosophila)","1"
"Dnaaf1","NA","NA","NA","0"
"Taf1c","21341","Taf1c","TATA box binding protein (Tbp)-associated factor, RNA polymerase I, C","1"
"Mast3","546071","Mast3","microtubule associated serine/threonine kinase 3","1"
"Pik3r2","18709","Pik3r2","phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)","1"
"Mbtps1","56453","Mbtps1","membrane-bound transcription factor peptidase, site 1","1"
"Necab2","117148","Necab2","N-terminal EF-hand calcium binding protein 2","1"
"Ifi30","65972","Ifi30","interferon gamma inducible protein 30","1"
"Hsbp1","68196","Hsbp1","heat shock factor binding protein 1","1"
"Rab3a","19339","Rab3a","RAB3A, member RAS oncogene family","1"
"Cdh13","12554","Cdh13","cadherin 13","1"
"Pde4c","110385","Pde4c","phosphodiesterase 4C, cAMP specific","1"
"Mphosph6","68533","Mphosph6","M phase phosphoprotein 6","1"
"Hsd17b2","15486","Hsd17b2","hydroxysteroid (17-beta) dehydrogenase 2","1"
"Bco1","NA","NA","NA","0"
"1700030J22Rik","69528","1700030J22Rik","RIKEN cDNA 1700030J22 gene","1"
"Lsm4","50783","Lsm4","LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)","1"
"Comp","12845","Comp","cartilage oligomeric matrix protein","1"
"Ntpcr","66566","Ntpcr","nucleoside-triphosphatase, cancer-related","1"
"BC021891","234878","BC021891","cDNA sequence BC021891","1"
"Mau2","74549","Mau2","MAU2 chromatid cohesion factor homolog (C. elegans)","1"
"Pbx4","80720","Pbx4","pre B cell leukemia homeobox 4","1"
"Lpar2","53978","Lpar2","lysophosphatidic acid receptor 2","1"
"Atp13a1","170759","Atp13a1","ATPase type 13A1","1"
"Ints10","70885","Ints10","integrator complex subunit 10","1"
"Dctn1","13191","Dctn1","dynactin 1","1"
"Pgr","18667","Pgr","progesterone receptor","1"
"Cdh5","12562","Cdh5","cadherin 5","1"
"Bean1","65115","Bean1","brain expressed, associated with Nedd4, 1","1"
"Cmtm3","68119","Cmtm3","CKLF-like MARVEL transmembrane domain containing 3","1"
"Cmtm1","100504164","Cmtm1","CKLF-like MARVEL transmembrane domain containing 1","1"
"Ces2g","72361","Ces2g","carboxylesterase 2G","1"
"Nae1","234664","Nae1","NEDD8 activating enzyme E1 subunit 1","1"
"Fam96b","68523","Fam96b","family with sequence similarity 96, member B","1"
"Rrad","56437","Rrad","Ras-related associated with diabetes","1"
"Cdh16","12556","Cdh16","cadherin 16","1"
"Car7","12354","Car7","carbonic anhydrase 7","1"
"Ces2d-ps","667754","Ces2d-ps","carboxylesterase 2D, pseudogene","1"
"Cbfb","12400","Cbfb","core binding factor beta","1"
"Ces2e","234673","Ces2e","carboxylesterase 2E","1"
"Tradd","71609","Tradd","TNFRSF1A-associated via death domain","1"
"D230025D16Rik","234678","D230025D16Rik","RIKEN cDNA D230025D16 gene","1"
"Hsd11b2","15484","Hsd11b2","hydroxysteroid 11-beta dehydrogenase 2","1"
"Tsnaxip1","72236","Tsnaxip1","translin-associated factor X (Tsnax) interacting protein 1","1"
"Ctrl","109660","Ctrl","chymotrypsin-like","1"
"Psmb10","19171","Psmb10","proteasome (prosome, macropain) subunit, beta type 10","1"
"Dpep3","71854","Dpep3","dipeptidase 3","1"
"Dus2","NA","NA","NA","0"
"Nfatc3","18021","Nfatc3","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3","1"
"Pla2g15","192654","Pla2g15","phospholipase A2, group XV","1"
"Slc7a6","330836","Slc7a6","solute carrier family 7 (cationic amino acid transporter, y+ system), member 6","1"
"Smpd3","58994","Smpd3","sphingomyelin phosphodiesterase 3, neutral","1"
"Zfp90","22751","Zfp90","zinc finger protein 90","1"
"Has3","15118","Has3","hyaluronan synthase 3","1"
"Vps4a","116733","Vps4a","vacuolar protein sorting 4a (yeast)","1"
"Cog8","97484","Cog8","component of oligomeric golgi complex 8","1"
"Nip7","66164","Nip7","nuclear import 7 homolog (S. cerevisiae)","1"
"Mtmr2","77116","Mtmr2","myotubularin related protein 2","1"
"Tmed6","66269","Tmed6","transmembrane emp24 protein transport domain containing 6","1"
"Terf2","21750","Terf2","telomeric repeat binding factor 2","1"
"Cep57","74360","Cep57","centrosomal protein 57","1"
"Cyb5b","66427","Cyb5b","cytochrome b5 type B","1"
"Maml2","270118","Maml2","mastermind like 2 (Drosophila)","1"
"1700012B09Rik","69325","1700012B09Rik","RIKEN cDNA 1700012B09 gene","1"
"Mre11a","17535","Mre11a","meiotic recombination 11 homolog A (S. cerevisiae)","1"
"Wwp2","66894","Wwp2","WW domain containing E3 ubiquitin protein ligase 2","1"
"Ankrd49","56503","Ankrd49","ankyrin repeat domain 49","1"
"Gpr83","14608","Gpr83","G protein-coupled receptor 83","1"
"Izumo1r","NA","NA","NA","0"
"Panx1","55991","Panx1","pannexin 1","1"
"Med17","234959","Med17","mediator complex subunit 17","1"
"Hephl1","244698","Hephl1","hephaestin-like 1","1"
"Vstm5","NA","NA","NA","0"
"4931406C07Rik","70984","4931406C07Rik","RIKEN cDNA 4931406C07 gene","1"
"Taf1d","75316","Taf1d","TATA box binding protein (Tbp)-associated factor, RNA polymerase I, D","1"
"Kars","85305","Kars","lysyl-tRNA synthetase","1"
"Adat1","30947","Adat1","adenosine deaminase, tRNA-specific 1","1"
"Gabarapl2","93739","Gabarapl2","gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2","1"
"Tmem231","234740","Tmem231","transmembrane protein 231","1"
"Chst5","56773","Chst5","carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5","1"
"Tmem170","66817","Tmem170","transmembrane protein 170","1"
"Cfdp1","23837","Cfdp1","craniofacial development protein 1","1"
"Bcar1","12927","Bcar1","breast cancer anti-estrogen resistance 1","1"
"Ctrb1","66473","Ctrb1","chymotrypsinogen B1","1"
"Ldhd","52815","Ldhd","lactate dehydrogenase D","1"
"Wdr59","319481","Wdr59","WD repeat domain 59","1"
"Aars","234734","Aars","alanyl-tRNA synthetase","1"
"Cdh15","12555","Cdh15","cadherin 15","1"
"Bmper","73230","Bmper","BMP-binding endothelial regulator","1"
"Tbx20","57246","Tbx20","T-box 20","1"
"Glb1l3","70893","Glb1l3","galactosidase, beta 1 like 3","1"
"Afg3l1","114896","Afg3l1","AFG3(ATPase family gene 3)-like 1 (yeast)","1"
"Acad8","66948","Acad8","acyl-Coenzyme A dehydrogenase family, member 8","1"
"Dbndd1","72185","Dbndd1","dysbindin (dystrobrevin binding protein 1) domain containing 1","1"
"Ccsap","NA","NA","NA","0"
"Acta1","11459","Acta1","actin, alpha 1, skeletal muscle","1"
"Abcb10","56199","Abcb10","ATP-binding cassette, sub-family B (MDR/TAP), member 10","1"
"Urb2","382038","Urb2","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)","1"
"Cog2","76332","Cog2","component of oligomeric golgi complex 2","1"
"Agt","11606","Agt","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)","1"
"Capn9","73647","Capn9","calpain 9","1"
"Arv1","68865","Arv1","ARV1 homolog (yeast)","1"
"2310022B05Rik","69551","2310022B05Rik","RIKEN cDNA 2310022B05 gene","1"
"2810004N23Rik","66523","2810004N23Rik","RIKEN cDNA 2810004N23 gene","1"
"Gnpat","14712","Gnpat","glyceronephosphate O-acyltransferase","1"
"Sprtn","NA","NA","NA","0"
"Egln1","112405","Egln1","EGL nine homolog 1 (C. elegans)","1"
"Vps26b","69091","Vps26b","vacuolar protein sorting 26 homolog B (yeast)","1"
"Jam3","83964","Jam3","junction adhesion molecule 3","1"
"Spata19","75469","Spata19","spermatogenesis associated 19","1"
"Snx19","102607","Snx19","sorting nexin 19","1"
"Adamts8","30806","Adamts8","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8","1"
"St14","19143","St14","suppression of tumorigenicity 14 (colon carcinoma)","1"
"Aplp2","11804","Aplp2","amyloid beta (A4) precursor-like protein 2","1"
"Trpc6","22068","Trpc6","transient receptor potential cation channel, subfamily C, member 6","1"
"1700128F08Rik","76669","1700128F08Rik","U1-snRNP binding protein homolog pseudogene","1"
"Birc3","11796","Birc3","baculoviral IAP repeat-containing 3","1"
"Dcun1d5","76863","Dcun1d5","DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)","1"
"Pdgfd","71785","Pdgfd","platelet-derived growth factor, D polypeptide","1"
"Sesn3","75747","Sesn3","sestrin 3","1"
"Usp2","53376","Usp2","ubiquitin specific peptidase 2","1"
"Thy1","21838","Thy1","thymus cell antigen 1, theta","1"
"Pvrl1","58235","Pvrl1","poliovirus receptor-related 1","1"
"Trim29","72169","Trim29","tripartite motif-containing 29","1"
"Oaf","102644","Oaf","OAF homolog (Drosophila)","1"
"Pou2f3","18988","Pou2f3","POU domain, class 2, transcription factor 3","1"
"Grik4","110637","Grik4","glutamate receptor, ionotropic, kainate 4","1"
"Sc5d","235293","Sc5d","sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)","1"
"Ubash3b","72828","Ubash3b","ubiquitin associated and SH3 domain containing, B","1"
"Crtam","54698","Crtam","cytotoxic and regulatory T cell molecule","1"
"4931429I11Rik","70989","4931429I11Rik","RIKEN cDNA 4931429I11 gene","1"
"Clmp","NA","NA","NA","0"
"Rexo2","104444","Rexo2","REX2, RNA exonuclease 2 homolog (S. cerevisiae)","1"
"Nxpe2","NA","NA","NA","0"
"Cul5","75717","Cul5","cullin 5","1"
"Barx2","12023","Barx2","BarH-like homeobox 2","1"
"Kcnj5","16521","Kcnj5","potassium inwardly-rectifying channel, subfamily J, member 5","1"
"Ets1","23871","Ets1","E26 avian leukemia oncogene 1, 5' domain","1"
"Kirrel3","67703","Kirrel3","kin of IRRE like 3 (Drosophila)","1"
"St3gal4","20443","St3gal4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4","1"
"Dcps","69305","Dcps","decapping enzyme, scavenger","1"
"Tirap","117149","Tirap","toll-interleukin 1 receptor (TIR) domain-containing adaptor protein","1"
"Srpr","67398","Srpr","signal recognition particle receptor ('docking protein')","1"
"Rpusd4","71989","Rpusd4","RNA pseudouridylate synthase domain containing 4","1"
"Abhd12","76192","Abhd12","abhydrolase domain containing 12","1"
"Acat1","110446","Acat1","acetyl-Coenzyme A acetyltransferase 1","1"
"Rdx","19684","Rdx","radixin","1"
"Fdx1","14148","Fdx1","ferredoxin 1","1"
"Pou2af1","18985","Pou2af1","POU domain, class 2, associating factor 1","1"
"Btg4","56057","Btg4","B cell translocation gene 4","1"
"4833427G06Rik","235345","4833427G06Rik","RIKEN cDNA 4833427G06 gene","1"
"Ppp2r1b","73699","Ppp2r1b","protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform","1"
"Alg9","102580","Alg9","asparagine-linked glycosylation 9 homolog (yeast, alpha 1,2 mannosyltransferase)","1"
"Cryab","12955","Cryab","crystallin, alpha B","1"
"2310030G06Rik","66952","2310030G06Rik","RIKEN cDNA 2310030G06 gene","1"
"Dixdc1","330938","Dixdc1","DIX domain containing 1","1"
"Tex12","66654","Tex12","testis expressed gene 12","1"
"Bco2","170752","Bco2","beta-carotene oxygenase 2","1"
"Pts","19286","Pts","6-pyruvoyl-tetrahydropterin synthase","1"
"Plet1","NA","NA","NA","0"
"Cadm1","54725","Cadm1","cell adhesion molecule 1","1"
"Bud13","215051","Bud13","BUD13 homolog (yeast)","1"
"Zpr1","NA","NA","NA","0"
"Apoa5","66113","Apoa5","apolipoprotein A-V","1"
"Apoa4","11808","Apoa4","apolipoprotein A-IV","1"
"Apoc3","11814","Apoc3","apolipoprotein C-III","1"
"Apoa1","11806","Apoa1","apolipoprotein A-I","1"
"Tagln","21345","Tagln","transgelin","1"
"Bace1","23821","Bace1","beta-site APP cleaving enzyme 1","1"
"Dscaml1","114873","Dscaml1","Down syndrome cell adhesion molecule like 1","1"
"Il10ra","16154","Il10ra","interleukin 10 receptor, alpha","1"
"Tmprss4","214523","Tmprss4","transmembrane protease, serine 4","1"
"Mpzl2","14012","Mpzl2","myelin protein zero-like 2","1"
"Cd3e","12501","Cd3e","CD3 antigen, epsilon polypeptide","1"
"Cd3d","12500","Cd3d","CD3 antigen, delta polypeptide","1"
"Arcn1","213827","Arcn1","archain 1","1"
"Ddx6","13209","Ddx6","DEAD (Asp-Glu-Ala-Asp) box polypeptide 6","1"
"Treh","58866","Treh","trehalase (brush-border membrane glycoprotein)","1"
"Pate4","56872","Pate4","prostate and testis expressed 4","1"
"Ddx25","30959","Ddx25","DEAD (Asp-Glu-Ala-Asp) box polypeptide 25","1"
"Pus3","67049","Pus3","pseudouridine synthase 3","1"
"Pdzd3","170761","Pdzd3","PDZ domain containing 3","1"
"D730048I06Rik","68171","D730048I06Rik","RIKEN cDNA D730048I06 gene","1"
"Nlrx1","270151","Nlrx1","NLR family member X1","1"
"Acrv1","11451","Acrv1","acrosomal vesicle protein 1","1"
"Trappc4","60409","Trappc4","trafficking protein particle complex 4","1"
"Chek1","12649","Chek1","checkpoint kinase 1","1"
"Slc37a4","14385","Slc37a4","solute carrier family 37 (glucose-6-phosphate transporter), member 4","1"
"Hyou1","12282","Hyou1","hypoxia up-regulated 1","1"
"Stt3a","16430","Stt3a","STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)","1"
"Fez1","235180","Fez1","fasciculation and elongation protein zeta 1 (zygin I)","1"
"Hinfp","102423","Hinfp","histone H4 transcription factor","1"
"C2cd2l","71764","C2cd2l","C2 calcium-dependent domain containing 2-like","1"
"Tmem218","66279","Tmem218","transmembrane protein 218","1"
"Slc37a2","56857","Slc37a2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2","1"
"Dpagt1","13478","Dpagt1","dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)","1"
"Robo4","74144","Robo4","roundabout homolog 4 (Drosophila)","1"
"Hmbs","15288","Hmbs","hydroxymethylbilane synthase","1"
"Vps11","71732","Vps11","vacuolar protein sorting 11 (yeast)","1"
"Robo3","19649","Robo3","roundabout homolog 3 (Drosophila)","1"
"Abcg4","192663","Abcg4","ATP-binding cassette, sub-family G (WHITE), member 4","1"
"Muc16","73732","Muc16","mucin 16","1"
"Mcam","84004","Mcam","melanoma cell adhesion molecule","1"
"Pin1","23988","Pin1","protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1","1"
"Olfm2","244723","Olfm2","olfactomedin 2","1"
"Icam5","15898","Icam5","intercellular adhesion molecule 5, telencephalin","1"
"Tyk2","54721","Tyk2","tyrosine kinase 2","1"
"Pde4a","18577","Pde4a","phosphodiesterase 4A, cAMP specific","1"
"Ilf3","16201","Ilf3","interleukin enhancer binding factor 3","1"
"Bmp5","12160","Bmp5","bone morphogenetic protein 5","1"
"Tmed1","17083","Tmed1","transmembrane emp24 domain containing 1","1"
"Scg3","20255","Scg3","secretogranin III","1"
"Yipf2","74766","Yipf2","Yip1 domain family, member 2","1"
"Lysmd2","70082","Lysmd2","LysM, putative peptidoglycan-binding, domain containing 2","1"
"Carm1","59035","Carm1","coactivator-associated arginine methyltransferase 1","1"
"Tmod2","50876","Tmod2","tropomodulin 2","1"
